,id,lat,lon,elevation,state,desc
754,USW00026401,61.2500,-149.8000,58.5,AK,AK ELMENDORF AFB
755,USW00026409,61.2169,-149.8550,42.1,AK,AK ANCHORAGE MERRILL FLD
756,USW00026410,60.4889,-145.4511,9.4,AK,CORDOVA M K SMITH AP
757,USW00026411,64.8039,-147.8761,131.7,AK,AK FAIRBANKS INTL AP
758,USW00026412,62.9614,-141.9292,522.1,AK,AK NORTHWAY AP
759,USW00026415,63.9944,-145.7214,389.2,AK,BIG DELTA AP
760,USW00026422,64.7767,-141.1483,276.8,AK,AP
761,USW00026425,62.1592,-145.4589,476.1,AK,AK GULKANA AP
762,USW00026435,64.5500,-149.0717,109.7,AK,AK NENANA MUNI AP
763,USW00026438,60.1283,-149.4167,6.7,AK,AK SEWARD AP
764,USW00026442,61.1303,-146.3517,29.0,AK,AK VALDEZ WSO
765,USW00026451,61.1689,-150.0278,36.6,AK,AK ANCHORAGE INTL AP
766,USW00026491,61.1781,-149.9664,27.4,AK,ANCHORAGE LAKE HOOD AP
767,USW00026492,60.7850,-148.8389,31.4,AK,PORTAGE GLACIER V C
768,USW00026494,64.9736,-147.5100,347.5,AK,FAIRBANKS 11 NE
769,USW00026501,64.7367,-156.9344,46.6,AK,AK GALENA AP
770,USW00026502,64.3267,-158.7417,55.2,AK,KALTAG AP
771,USW00026508,69.3694,-152.1400,81.1,AK,AK UMIAT
772,USW00026510,62.9575,-155.6103,101.5,AK,AK MCGRATH AP
773,USW00026512,63.9033,-152.2817,312.4,AK,AK MINCHUMINA
774,USW00026514,61.9772,-151.2169,45.7,AK,SKWENTNA
775,USW00026523,60.5797,-151.2392,27.7,AK,KENAI MUNI AP
776,USW00026528,62.3200,-150.0950,106.7,AK,AK TALKEETNA AP
777,USW00026529,65.1744,-152.1069,69.2,AK,AK TANANA CALHOUN MEM AP
778,USW00026533,66.9161,-151.5089,195.7,AK,AK BETTLES AP
779,USW00026615,60.7850,-161.8292,31.1,AK,AK BETHEL AP
780,USW00026616,66.8667,-162.6333,9.1,AK,AK KOTZEBUE RALPH WEIN
781,USW00026617,64.5111,-165.4400,4.0,AK,AK NOME MUNI AP
782,USW00026618,65.6239,-168.0992,7.6,AK,AK WALES
783,USW00026642,67.7317,-164.5483,3.0,AK,KIVALINA AP
784,USW00027406,70.1917,-148.4772,18.6,AK,DEADHORSE AP
785,USW00027502,71.2833,-156.7814,9.4,AK,AK BARROW POST ROGERS
786,USW00027503,70.6392,-159.9950,9.1,AK,AK WAINWRIGHT AP
787,USW00027515,70.2117,-151.0017,17.4,AK,NUIQSUT AP
788,USW00045715,52.7167,174.1000,37.2,AK,AK SHEMYA USAF BASE
789,USW00053119,36.3189,-119.6289,75.9,CA,HANFORD MUNI AP
790,USW00053120,33.0375,-116.9158,424.6,CA,RAMONA AP
791,USW00053121,33.2194,-117.3494,8.5,CA,OCEANSIDE MUNI AP
792,USW00053123,36.2117,-115.1958,671.5,NV,LAS VEGAS AIR TERMINAL
793,USW00053131,32.2394,-111.1697,833.0,AZ,TUCSON 11 W
794,USW00053132,31.5908,-110.5086,1466.4,AZ,ELGIN 5 S
795,USW00053136,36.6239,-116.0225,1001.0,NV,MERCURY 3 SSW
796,USW00053138,39.0117,-114.2089,2016.9,NV,BAKER 5 W
797,USW00053139,36.6019,-117.1450,25.6,CA,STOVEPIPE WELLS 1 SW
798,USW00053144,34.9883,-117.8647,695.9,CA,EDWARDS AFB NORTH AUX FLD
799,USW00053149,38.3028,-111.2936,1891.0,UT,TORREY 7 E
800,USW00053150,37.7592,-119.8208,2017.8,CA,YOSEMITE VILLAGE 12 W
801,USW00053151,33.4392,-117.1903,347.5,CA,FALLBROOK 5 NE
802,USW00053152,34.4142,-119.8797,5.5,CA,BARBARA 11 W
803,USW00053154,32.8350,-114.1883,189.0,AZ,YUMA 27 ENE
804,USW00053155,35.7553,-112.3375,1825.8,AZ,WILLIAMS 35 NNW
805,USW00053802,39.4781,-88.2803,219.8,IL,MATTOON COLES CO AP
806,USW00053819,33.3633,-84.5658,261.5,GA,GA ATLANTA
807,USW00053820,31.4156,-87.0442,78.6,AL,AL EVERGREEN MIDDLETON FLD
808,USW00053838,34.2719,-83.8303,388.6,GA,GA GAINESVILLE GILMER AP
809,USW00053841,38.1847,-84.9033,245.1,KY,KY FRANKFORT CAPITAL CITY AP
810,USW00053842,39.8250,-86.2958,250.9,IN,IN INDIANAPOLIS EAGLE CREEK AP
811,USW00053843,31.3089,-86.3939,94.5,AL,ANDALUSIA OPP AP
812,USW00053844,39.7556,-82.6572,264.9,OH,OH LANCASTER FAIRFIELD AP
813,USW00053847,30.7044,-87.0231,54.3,FL,WHITING FIELD NAS SOUTH
814,USW00053848,30.5069,-86.9597,31.1,FL,FL CHACTAW NOLF MILTON
815,USW00053850,34.6719,-82.8864,271.6,SC,CLEMSON OCONEE CO AP
816,USW00053852,34.6525,-86.9453,180.4,AL,DECATUR PRYOR FLD
817,USW00053853,30.4000,-86.4717,6.7,FL,DESTIN FT WALTON AP
818,USW00053854,33.4617,-80.8581,60.0,SC,ORANGEBURG MUNI AP
819,USW00053855,39.3644,-84.5247,193.2,OH,HAMILTON BUTLER CO RGNL AP
820,USW00053858,30.4636,-88.5319,5.5,MS,PASCAGOULA LOTT INTL AP
821,USW00053859,39.5936,-84.2264,293.2,OH,DAYTON WRIGHT BROS AP
822,USW00053860,30.3361,-81.5147,12.5,FL,FL JACKSONVILLE CRAIG MUNI
823,USW00053862,30.0719,-83.5736,13.7,FL,PERRY FOLEY AP
824,USW00053863,33.8750,-84.3022,305.4,GA,GA ATLANTA PEACHTREE AP
825,USW00053864,33.1783,-86.7817,172.2,AL,AL ALABASTER SHELBY CO AP
826,USW00053865,30.3433,-89.8222,8.2,LA,LA SLIDELL AP
827,USW00053866,39.5781,-85.8033,245.1,IN,IN SHELBYVILLE MUNI AP
828,USW00053867,33.9706,-80.9958,64.6,SC,COLUMBIA OWENS DWTN AP
829,USW00053868,36.0236,-84.2375,277.4,TN,TN OAK RIDGE ASOS
830,USW00053869,35.9403,-89.8308,77.7,AR,AR BLYTHEVILLE MUNI AP
831,USW00053870,35.1967,-81.1558,242.9,NC,GASTONIA MUNI AP
832,USW00053871,34.9869,-81.0575,203.9,SC,HILL YORK CO AP
833,USW00053872,35.0169,-80.6206,207.0,NC,MONROE AP
834,USW00053873,34.1231,-84.8486,232.6,GA,GA CARTERSVILLE AP
835,USW00053874,34.2486,-82.1592,192.3,SC,GREENWOOD CO AP
836,USW00053877,35.4944,-82.6142,655.6,NC,ASHEVILLE 8 SSW
837,USW00053878,35.4186,-82.5567,641.0,NC,ASHEVILLE 13 S
838,USW00053879,38.9597,-94.3714,303.9,MO,LEES SUMMIT MUNI AP
839,USW00053901,36.8781,-91.9025,372.8,MO,WEST PLAINS MUNI AP
840,USW00053902,30.3567,-95.4139,74.7,TX,CONROE MONTGOMERY CO AP
841,USW00053903,30.7439,-95.5861,111.6,TX,HUNTSVILLE MUNI AP
842,USW00053904,38.9286,-90.4281,132.9,MO,CHARLES CO AP
843,USW00053905,32.5428,-93.7450,54.6,LA,SHREVEPORT DWTN AP
844,USW00053907,32.6636,-97.0939,192.0,TX,ARLINGTON MUNI AP
845,USW00053908,36.0394,-95.9844,194.5,OK,L JONES JR AP
846,USW00053909,32.9733,-97.3181,208.8,TX,FT WORTH ALLIANCE AP
847,USW00053910,30.0675,-95.5561,46.3,TX,HOUSTON HOOKS MEM AP
848,USW00053911,32.7100,-96.2672,144.8,TX,TERRELL MUNI AP
849,USW00053912,32.0311,-96.3989,136.6,TX,TX CORSICANA CAMPBELL FLD
850,USW00053913,35.8517,-97.4142,325.5,OK,GUTHRIE MUNI AP
851,USW00053914,33.1803,-96.5903,176.8,TX,MCKINNEY MUNI AP
852,USW00053915,30.0375,-91.8839,7.3,LA,NEW IBERIA ACADIANA RGNL AP
853,USW00053916,39.8233,-93.5792,234.4,MO,MO CHILLICOTHE AGRI-SCI
854,USW00053917,30.0494,-90.0289,2.7,LA,LA NEW ORLEANS LAKEFRONT AP
855,USW00053918,36.3689,-92.4703,282.9,AR,MOUNTAIN HOME BAXTER AP
856,USW00053919,33.6361,-91.7556,88.4,AR,MONTICELLO MUNI AP
857,USW00053920,35.2578,-93.0947,122.8,AR,AR RUSSELLVILLE MUNI AP
858,USW00053921,34.5467,-93.5781,214.0,AR,MOUNT IDA ASOS
859,USW00053922,36.2833,-94.3000,392.3,AR,FAYETTEVILLE NW AR AP
860,USW00053925,34.0500,-94.4008,108.2,AR,QUEEN SEVIER CO AP
861,USW00053926,36.1181,-97.0914,271.3,OK,STILLWATER 2 W
862,USW00053927,36.1347,-97.1083,270.7,OK,STILLWATER 5 WNW
863,USW00053959,35.1350,-90.2344,65.2,AR,WEST MEMPHIS MUNI AP
864,USW00053960,30.0917,-91.8731,10.7,LA,LAFAYETTE 13 SE
865,USW00053961,32.8833,-92.1164,26.8,LA,MONROE 26 N
866,USW00053968,31.7797,-95.7233,116.7,TX,PALESTINE 6 WNW
867,USW00053974,39.1028,-96.6097,346.6,KS,MANHATTAN 6 SSW
868,USW00053988,31.1500,-92.9667,94.5,LA,FT POLK FULLERTON LNDG STRIP
869,USW00054704,42.1908,-71.1736,15.2,MA,NORWOOD MEM AP
870,USW00054728,44.3675,-71.5450,327.4,NH,NH WHITEFIELD MT WASHINGTON AP
871,USW00054733,42.5842,-70.9175,32.9,MA,BEVERLY MUNI AP
872,USW00054734,41.3714,-73.4828,139.3,CT,DANBURY MUNI AP
873,USW00054737,40.1203,-76.2944,122.8,PA,LANCASTER AP
874,USW00054740,43.3436,-72.5178,176.2,VT,VT SPRINGFIELD HARTNESS AP
875,USW00054742,44.4200,-72.0194,213.4,VT,VT SAINT JOHNSBURY
876,USW00054743,40.8764,-74.2831,52.7,NJ,CALDWELL ESSEX CO AP
877,USW00054756,42.5700,-72.2911,169.2,MA,ORANGE MUNI AP
878,USW00054757,42.1094,-77.9919,647.4,NY,WELLSVILLE MUNI AP
879,USW00054767,41.7419,-72.1836,75.3,CT,CT WILLIMANTIC WINDHAM AP
880,USW00054768,42.6958,-73.1708,199.3,MA,NORTH ADAMS HARRIMAN AP
881,USW00054769,41.9097,-70.7294,45.4,MA,PLYMOUTH MUNI AP
882,USW00054770,42.8050,-72.0036,317.0,NH,JAFFREY MUNI AP
883,USW00054771,44.5344,-72.6144,223.1,VT,VT MORRISVILLE STOWE STATE AP
884,USW00054772,43.9906,-70.9475,135.6,ME,FRYEBURG E SLOPES AP
885,USW00054773,43.3497,-76.3847,144.8,NY,FULTON OSWEGO CO AP
886,USW00054777,41.8756,-71.0211,13.1,MA,TAUNTON MUNI AP
887,USW00054778,42.6425,-77.0564,275.2,NY,YAN AP
888,USW00054779,41.0089,-74.7367,177.7,NJ,NJ ANDOVER AEROFLEX AP
889,USW00054780,41.0731,-71.9233,2.1,NY,MONTAUK AP
890,USW00054781,42.8914,-73.2469,251.8,VT,VT BENNINGTON MORSE ST AP
891,USW00054782,40.2383,-75.5572,88.7,PA,PA POTTSTOWN LIMERICK AP
892,USW00054785,40.6239,-74.6694,32.0,NJ,NJ SOMERVILLE SOMERSET AP
893,USW00054786,40.3300,-75.1225,120.1,PA,DOYLESTOWN AP
894,USW00054787,40.7342,-73.4169,24.7,NY,NY FARMINGDALE AP
895,USW00054788,41.5097,-72.8278,31.4,CT,MERIDEN MARKHAM MUNI AP
896,USW00054789,41.1389,-75.3794,584.0,PA,MT POCONO MOUNTAINS AP
897,USW00054790,40.8217,-72.8689,25.0,NY,NY SHIRLEY BROOKHAVEN AP
898,USW00054791,43.2781,-70.9222,98.5,NH,NH ROCHESTER SKYHAVEN AP
899,USW00054792,41.0467,-78.4117,462.1,PA,PA CLEARFIELD LAWRENCE AP
900,USW00054793,41.2003,-74.6231,128.3,NJ,SUSSEX AP
901,USW00054794,43.1717,-70.9278,36.3,NH,DURHAM 2 N
902,USW00054795,43.1092,-70.9483,19.2,NH,DURHAM 2 SSW
903,USW00054796,41.4911,-71.5414,35.1,RI,KINGSTON 1 NW
904,USW00054797,41.4783,-71.5417,32.3,RI,KINGSTON 1 W
905,USW00054808,40.0528,-88.3728,213.4,IL,CHAMPAIGN 9 SW
906,USW00054810,46.3344,-86.9200,266.7,MI,CHATHAM 1 SE
907,USW00054811,41.8431,-88.8514,262.4,IL,SHABBONA 5 NNE
908,USW00054813,46.4167,-86.6500,186.5,MI,MI MUNSING LAKESHORE
909,USW00054851,40.3667,-81.7828,341.4,OH,COSHOCTON 8 NNE
910,USW00054854,44.9081,-84.7203,445.3,MI,GAYLORD 9 SSW
911,USW00054902,41.5561,-93.2856,280.7,IA,MOINES 17 E
912,USW00054903,44.0603,-90.1736,284.4,WI,NECEDAH 5 WNW
913,USW00054932,46.1136,-92.9936,344.4,MN,SANDSTONE 6 W
914,USW00054933,45.7114,-99.1294,596.5,SD,ABERDEEN 35 WNW
915,USW00054937,46.7703,-99.4778,585.2,ND,JAMESTOWN 38 WSW
916,USW00063826,33.3550,-81.3278,96.6,SC,BLACKVILLE 3 W
917,USW00063828,31.3128,-84.4706,53.6,GA,NEWTON 8 W
918,USW00063829,31.1922,-84.4464,47.5,GA,NEWTON 11 SW
919,USW00063831,32.3378,-89.0703,114.0,MS,NEWTON 5 ENE
920,USW00063838,38.0944,-84.7464,271.6,KY,VERSAILLES 3 NNW
921,USW00063849,37.2503,-86.2325,240.8,KY,BOWLING GREEN 21 NNE
922,USW00063850,33.7836,-83.3897,225.9,GA,WATKINSVILLE 5 SSE
923,USW00063855,36.0139,-85.1344,583.1,TN,CROSSVILLE 7 NW
924,USW00063856,30.8078,-81.4597,7.6,GA,BRUNSWICK 23 S
925,USW00063857,34.2850,-85.9622,351.1,AL,GADSDEN 19 N
926,USW00063858,32.4567,-87.2422,58.8,AL,SELMA 13 WNW
927,USW00063862,34.5653,-85.6172,310.9,AL,HEAD 1 SSW
928,USW00063866,34.3336,-86.3156,189.0,AL,GUNTERSVILLE 2 SW
929,USW00063867,34.1953,-86.7964,243.8,AL,CULLMAN 3 ENE
930,USW00063868,34.6603,-87.3461,175.3,AL,COURTLAND 2 WSW
931,USW00063869,30.5486,-87.8758,29.0,AL,FAIRHOPE 3 NE
932,USW00063870,31.0425,-86.3117,95.7,AL,FLORALA MUNI AP
933,USW00063872,31.9514,-85.1289,86.9,AL,FLD AP
934,USW00063890,30.3503,-81.8831,30.2,FL,FL JACKSON WHITEHOUSE NOLF
935,USW00063891,32.8517,-86.6114,178.0,AL,CLANTON 2 NE
936,USW00063892,32.8369,-88.1375,32.6,AL,GAINESVILLE 2 NE
937,USW00063893,32.7169,-87.6225,85.3,AL,GREENSBORO 2 WNW
938,USW00063894,34.7728,-87.6400,161.5,AL,SHOALS 2 N
939,USW00063895,34.4536,-87.7103,219.5,AL,RUSSELLVILLE 4 SSE
940,USW00063896,34.6942,-85.9997,193.9,AL,SCOTTSBORO 2 NE
941,USW00063897,32.3350,-86.9786,47.9,AL,SELMA 6 SSE
942,USW00063898,38.8883,-86.5708,231.6,IN,BEDFORD 5 WNW
943,USW00063899,31.1450,-87.0517,51.8,AL,BREWTON 3 NNE
944,USW00064756,41.7858,-73.7422,125.9,NY,MILLBROOK 3 W
945,USW00064758,42.4400,-76.2461,374.3,NY,ITHACA 13 E
946,USW00064775,43.2339,-75.4117,158.2,NY,NY ROME GRIFFISS AIRFIELD
947,USW00064776,44.6500,-73.4667,71.3,NY,NY PLATTSBURGH INTL AP
948,USW00073802,31.9156,-86.3114,187.1,AL,HOME 2 S
949,USW00073803,33.5722,-86.0572,160.0,AL,TALLADEGA 10 NNE
950,USW00092762,39.7333,-77.4333,249.3,PA,FOUNTAIN DALE SITE R HELIPAD
951,USW00092805,26.2500,-80.1083,6.4,FL,FL POMPANO BEACH AIRPARK
952,USW00092806,27.7628,-82.6261,2.4,FL,ST PETERSBURG AP
953,USW00092809,25.9989,-80.2411,2.7,FL,FL HOLLYWOOD NORTH PERRY AP
954,USW00092811,25.8064,-80.1336,0.3,FL,MIAMI BEACH
955,USW00092821,28.6158,-80.6928,0.9,FL,TITUSVILLE 7 E
956,USW00092826,25.8997,-81.3183,1.2,FL,EVERGLADES CITY 5 NE
957,USW00092827,27.1525,-81.3689,45.7,FL,SEBRING 23 SSE
958,USW00093005,37.1431,-107.7597,2030.0,CO,LA PLATA CO AP
959,USW00093009,39.2292,-106.3169,3027.3,CO,LEADVILLE LAKE CO AP
960,USW00093010,39.1894,-103.7158,1634.9,CO,CO LIMON WSMO
961,USW00093013,38.5050,-107.8975,1755.3,CO,MONTROSE RGNL AP
962,USW00093026,31.4583,-109.6061,1251.2,AZ,AZ DOUGLAS BISBEE INL AP
963,USW00093027,34.5183,-109.3792,1747.4,AZ,ST JOHNS INDUSTRIAL AP
964,USW00093033,32.3336,-104.2581,985.1,NM,CARLSBAD CAVERN CITY AP
965,USW00093037,38.8100,-104.6883,1884.0,CO,CO COLORADO SPRINGS MUNI
966,USW00093042,36.0167,-102.5500,1216.2,TX,TX DALHART MUNI AP
967,USW00093044,35.0706,-108.8389,1923.6,NM,ZUNI
968,USW00093045,33.2367,-107.2681,1478.3,NM,NM TRUTH OR CONSEQUENCE AP
969,USW00093057,35.1664,-107.8992,1987.3,NM,GRANTS MILAN MUNI AP
970,USW00093058,38.2900,-104.4983,1438.7,CO,PUEBLO MEM AP
971,USW00093067,39.5703,-104.8489,1793.1,CO,CO DENVER CENTENNIAL AP
972,USW00093069,37.3031,-108.6275,1802.6,CO,CORTEZ MONTEZUMA CO AP
973,USW00093073,39.2231,-106.8683,2353.1,CO,PITKIN CO AP
974,USW00093075,38.7550,-109.7542,1390.2,UT,MOAB CANYONLAND AP
975,USW00093084,32.8547,-109.6353,968.0,AZ,SAFFORD MUNI AP
976,USW00093101,33.6667,-117.7333,116.1,CA,EL TORO MCAS
977,USW00093102,39.4167,-118.7167,1199.1,NV,FALLON NAAS
978,USW00093104,35.6875,-117.6931,679.7,CA,CA CHINA LAKE NAF
979,USW00093107,32.8667,-117.1333,145.4,CA,CA SAN DIEGO MIRAMAR NAS
980,USW00093110,34.2008,-119.2069,11.0,CA,OXNARD VENTURA CO AP
981,USW00093111,34.1167,-119.1167,4.0,CA,POINT MUGU NF
982,USW00093112,32.7000,-117.2000,7.9,CA,NORTH ISLAND NAS
983,USW00093114,33.7000,-117.8333,18.0,CA,CA TUSTIN MCAF
984,USW00093115,32.5667,-117.1167,7.3,CA,IMPERIAL BEACH REAM FLD NAS
985,USW00093116,33.2500,-119.4500,153.0,CA,CA SAN NICOLAS ISLAND
986,USW00093129,37.7086,-113.0944,1702.6,UT,CITY MUNI AP
987,USW00093134,34.0511,-118.2353,70.1,CA,LOS ANGELES DWTN USC CAMPUS
988,USW00093138,33.8281,-116.5053,128.3,CA,PALM SPRINGS RGNL AP
989,USW00093139,34.2325,-111.3447,1478.3,AZ,PAYSON
990,USW00093140,33.4489,-112.0825,334.7,AZ,PHOENIX CITY
991,USW00093141,39.6092,-110.7547,1804.7,UT,PRICE CARBON CO AP
992,USW00093167,35.2578,-113.9331,1042.4,AZ,AZ KINGMAN MOHAVE CO AP
993,USW00093184,33.6800,-117.8664,16.5,CA,ANA JOHN WAYNE AP
994,USW00093193,36.7800,-119.7194,101.5,CA,CA FRESNO YOSEMITE INTL AP
995,USW00093197,34.0158,-118.4514,53.0,CA,SANTA MONICA MUNI AP
996,USW00093205,39.1019,-121.5678,18.9,CA,MARYSVILLE YUBA CO AP
997,USW00093206,35.2372,-120.6414,61.0,CA,LUIS OBISPO AP
998,USW00093209,35.6697,-120.6283,246.9,CA,PASO ROBLES MUNI AP
999,USW00093210,39.4900,-121.6183,57.9,CA,OROVILLE MUNI AP
1000,USW00093225,38.6956,-121.5897,7.0,CA,CA SACRAMENTO METRO AP
1001,USW00093227,38.2103,-122.2847,4.3,CA,CO AP
1002,USW00093228,37.6542,-122.1150,13.1,CA,CA HAYWARD AIR TERMINAL
1003,USW00093230,38.8983,-119.9947,1924.5,CA,SOUTH LAKE TAHOE AP
1004,USW00093241,38.3775,-121.9575,33.2,CA,VACAVILLE NUT TREE AP
1005,USW00093242,36.9878,-120.1106,77.1,CA,MADERA MUNI AP
1006,USW00093243,37.2381,-120.8825,23.8,CA,MERCED 23 WSW
1007,USW00093245,38.3208,-123.0747,19.2,CA,BODEGA 6 WSW
1008,USW00093706,39.7078,-77.7297,212.8,MD,MD HAGERSTOWN WASHINGTON CO AP
1009,USW00093718,33.8117,-78.7239,9.8,SC,MYRTLE BCH AP
1010,USW00093719,35.0678,-77.0481,5.8,NC,BERN CRAVEN CO AP
1011,USW00093720,38.3406,-75.5103,14.6,MD,MD SALISBURY WICOMICO RGNL
1012,USW00093721,39.1667,-76.6833,47.5,MD,MD BALTIMORE WASH INTL AP
1013,USW00093727,34.7000,-77.3833,7.9,NC,NEW RIVER MCAF
1014,USW00093729,35.2325,-75.6219,3.4,NC,NC CAPE HATTERAS AP
1015,USW00093730,39.4494,-74.5672,18.3,NJ,NJ ATLANTIC CITY INTL AP
1016,USW00093736,38.1386,-78.4530,195.4,VA,VA CHARLOTTESVILLE AP
1017,USW00093737,35.1333,-78.9333,93.0,NC,NC FT BRAGG SIMMONS AAF
1018,USW00093738,38.9408,-77.4636,88.4,VA,VA WASHINGTON DC DULLES AP
1019,USW00093739,37.9406,-75.4631,11.6,VA,VA WALLOPS ISLAND FLIGHT
1020,USW00093740,34.9914,-78.8803,56.7,NC,NC FAYETTEVILLE RGNL AP
1021,USW00093741,37.1319,-76.4930,12.8,VA,NEWPORT NEWS INTL AP
1022,USW00093743,34.6833,-77.0333,6.4,NC,NC SWANSBORO BOGUE FLD MCAF
1023,USW00093759,35.8550,-77.8931,48.8,NC,MT WILSON AP
1024,USW00093765,34.7336,-76.6606,3.4,NC,BEAUFORT MICHAEL J SMITH FLD
1025,USW00093773,36.9839,-77.0075,34.1,VA,NORFOLK RICH
1026,USW00093775,37.7081,-77.4344,62.5,VA,ASHLAND HANOVER CO MUNI AP
1027,USW00093778,39.9181,-76.8742,148.1,PA,AP
1028,USW00093780,39.9492,-74.8417,16.2,NJ,HOLLY S JERSEY AP
1029,USW00093781,36.4394,-77.7097,78.0,NC,ROANOKE RAPIDS AP
1030,USW00093782,34.7917,-79.3661,67.1,NC,NC LAURINBURG MAXTON AP
1031,USW00093783,36.0467,-79.4769,188.1,NC,NC BURLINGTON ALAMANCE AP
1032,USW00093784,39.2814,-76.6089,6.1,MD,MD SCI CTR BALTIMORE
1033,USW00093785,35.9333,-79.0642,156.1,NC,CHAPEL HILL WILLIAMS AP
1034,USW00093786,38.3083,-75.1239,3.7,MD,CITY MUNI AP
1035,USW00093801,34.3478,-85.1611,194.8,GA,ROME R B RUSSELL AP
1036,USW00093805,30.3975,-84.3289,19.2,FL,FL TALLAHASSEE
1037,USW00093806,33.2119,-87.6161,45.7,AL,TUSCALOOSA MUNI AP
1038,USW00093807,36.1336,-80.2222,295.7,NC,NC WINSTON SALEM RYNLDS AP
1039,USW00093808,36.9647,-86.4239,160.9,KY,BOWLING GREEN WARREN CO AP
1040,USW00093809,37.0422,-89.1856,95.4,IL,CAIRO 3N
1041,USW00093810,37.7797,-89.2497,123.7,IL,IL CARBONDALE SOUTHERN IL AP
1042,USW00093812,39.1033,-84.4189,149.4,OH,OH CINCINNATI LUNKEN AP
1043,USW00093814,39.0431,-84.6717,264.9,KY,KY CINCINNATI NORTHERN KY
1044,USW00093815,39.9061,-84.2186,304.8,OH,OH DAYTON INTL AP
1045,USW00093816,39.1186,-88.6242,190.5,IL,EFFINGHAM 3SW
1046,USW00093817,38.0442,-87.5206,121.9,IN,IN EVANSVILLE REGIONAL
1047,USW00093819,39.7075,-86.2803,240.8,IN,IN INDIANAPOLIS
1048,USW00093820,38.0408,-84.6058,298.7,KY,KY LEXINGTON BLUEGRASS
1049,USW00093821,38.1811,-85.7392,148.7,KY,KY LOUISVILLE INTL AP
1050,USW00093822,39.8447,-89.6839,181.1,IL,IL SPRINGFIELD CAPITAL AP
1051,USW00093823,39.4500,-87.3000,175.3,IN,HAUTE CAA AP
1052,USW00093824,39.9444,-81.8922,268.2,OH,ZANESVILLE MUNI AP
1053,USW00093825,37.0956,-89.9161,109.7,MO,ADVANCE 1 S
1054,USW00093831,32.4833,-80.7167,11.3,SC,BEAUFORT MCAS
1055,USW00093832,30.2167,-81.8833,27.1,FL,FL JACKSONVILLE CECIL FLD NAS
1056,USW00093837,30.2333,-81.6667,6.1,FL,FL JACKSONVILLE NAS
1057,USW00093839,35.3447,-89.8733,86.0,TN,MEMPHIS
1058,USW00093841,30.7167,-87.0167,60.7,FL,WHITING FLD NAS
1059,USW00093842,32.5161,-84.9422,119.5,GA,COLUMBUS METRO AP
1060,USW00093845,30.7825,-83.2767,60.4,GA,VALDOSTA RGNL AP
1061,USW00093846,34.4978,-82.7097,231.6,SC,SC ANDERSON CO AP
1062,USW00093862,34.2622,-88.7714,110.0,MS,MS TUPELO RGNL AP
1063,USW00093874,30.4119,-89.0808,12.8,MS,MS GULFPORT - BILOXI AP
1064,USW00093901,32.7333,-96.9667,150.0,TX,DALLAS HENSLEY FLD NAS
1065,USW00093909,38.8317,-94.8897,331.3,KS,KS OLATHE JOHNSON CO AP
1066,USW00093914,31.7831,-95.6039,141.7,TX,PALESTINE 2 NE
1067,USW00093915,31.3347,-92.5586,25.6,LA,LA ALEXANDRIA INTL AP
1068,USW00093919,31.1828,-90.4708,125.9,MS,MS MCCOMB/PIKE CO/JOHN E LEWIS
1069,USW00093950,34.8822,-95.7831,234.7,OK,MCALESTER RGNL AP
1070,USW00093953,35.6567,-95.3614,185.9,OK,MUSKOGEE DAVIS FLD
1071,USW00093967,37.0911,-95.5664,229.2,KS,KS COFFEYVILLE MUNI AP
1072,USW00093985,32.7817,-98.0603,283.5,TX,MINERAL WELLS AP
1073,USW00093986,34.9894,-99.0525,474.3,OK,MUNI AP
1074,USW00093987,31.2361,-94.7544,87.8,TX,LUFKIN ANGELINA CO AP
1075,USW00093988,34.1750,-91.9347,63.1,AR,PINE BLUFF GRIDER FLD
1076,USW00093989,39.9369,-91.1919,234.4,IL,IL QUINCY RGNL AP
1077,USW00093990,39.3756,-99.8297,666.9,KS,CITY MUNI AP
1078,USW00093992,33.2208,-92.8142,76.8,AR,S AR RGNL AP
1079,USW00093993,36.0097,-94.1694,381.3,AR,AR FAYETTEVILLE DRAKE FLD
1080,USW00093997,38.8761,-98.8092,568.1,KS,RUSSELL MUNI AP
1081,USW00094008,48.2064,-106.6242,693.7,MT,MT GLASGOW
1082,USW00094010,48.4089,-106.5144,840.0,MT,MARIE
1083,USW00094011,48.4167,-101.3500,497.1,ND,MINOT AFB
1084,USW00094012,48.5428,-109.7633,787.9,MT,HAVRE CITY CO AP
1085,USW00094014,48.1739,-103.6367,579.7,ND,ND WILLISTON SLOULIN INTL
1086,USW00094017,48.0944,-105.5744,605.3,MT,POINT INTL AP
1087,USW00094023,44.3394,-105.5419,1327.1,WY,WY GILLETTE CAMPBELL AP
1088,USW00094030,40.4422,-109.5144,1603.2,UT,VERNAL MUNICIPAL AP
1089,USW00094032,43.7331,-103.6114,1690.1,SD,CO AP
1090,USW00094037,45.6044,-103.5464,915.6,SD,BUFFALO ASOS
1091,USW00094038,46.0139,-102.6547,824.5,ND,HETTINGER MUNI AP
1092,USW00094039,43.0206,-102.5183,999.1,SD,RIDGE AP
1093,USW00094040,40.2064,-100.5914,771.1,NE,MUNI AP
1094,USW00094041,47.6458,-101.4394,582.2,ND,GARRISON
1095,USW00094050,40.0489,-107.8853,1947.7,CO,MEEKER AP
1096,USW00094051,47.3258,-106.9475,811.4,MT,JORDAN AP
