lat,lon
39.45,-87.3
39.9444,-81.8922
37.0956,-89.9161
32.4833,-80.7167
30.2167,-81.8833
30.2333,-81.6667
35.3447,-89.8733
30.7167,-87.0167
32.5161,-84.9422
30.7825,-83.2767
34.4978,-82.7097
34.2622,-88.7714
30.4119,-89.0808
32.7333,-96.9667
38.8317,-94.8897
31.7831,-95.6039
31.3347,-92.5586
31.1828,-90.4708
34.8822,-95.7831
35.6567,-95.3614
37.0911,-95.5664
32.7817,-98.0603
34.9894,-99.0525
31.2361,-94.7544
34.175,-91.9347
39.9369,-91.1919
39.3756,-99.8297
33.2208,-92.8142
36.0097,-94.1694
38.8761,-98.8092
48.2064,-106.6242
48.4089,-106.5144
48.4167,-101.35
48.5428,-109.7633
48.1739,-103.6367
48.0944,-105.5744
44.3394,-105.5419
40.4422,-109.5144
43.7331,-103.6114
45.6044,-103.5464
46.0139,-102.6547
43.0206,-102.5183
40.2064,-100.5914
47.6458,-101.4394
40.0489,-107.8853
47.3258,-106.9475
45.5464,-100.4078
42.0647,-104.1528
44.3814,-106.7211
46.3583,-104.25
45.0319,-102.0192
42.7972,-105.3856
48.4886,-105.2097
48.3083,-105.1017
40.8067,-104.7553
40.0353,-105.5408
42.4247,-103.7364
42.6753,-108.6686
42.0681,-101.445
46.8947,-103.3769
45.5161,-103.3017
40.2447,-108.9678
48.9675,-102.1703
44.0194,-100.3531
44.5169,-104.4364
42.5906,-117.8644
47.9742,-117.4283
41.7872,-111.8533
46.7439,-117.1086
43.5317,-112.9422
44.5444,-110.4211
47.6831,-117.3214
42.4819,-114.4869
44.8889,-116.1017
43.595,-118.9564
43.8339,-111.8045
48.4608,-119.5167
46.1569,-123.8825
46.9728,-123.9303
47.2381,-123.1408
42.1469,-121.7242
47.3978,-120.2014
47.9375,-124.555
47.4933,-122.2144
45.5406,-122.9486
48.1203,-123.4983
45.1947,-123.1339
47.2675,-122.5761
48.5222,-123.0231
45.2486,-122.7686
47.6872,-122.2553
45.6208,-122.6572
41.4914,-120.5644
43.9636,-69.7117
41.6875,-69.9933
45.4622,-69.5953
44.9281,-68.7006
46.96,-67.8833
44.5761,-71.1786
41.1583,-73.1289
42.5708,-77.7133
44.2033,-72.5794
41.6686,-70.28
42.7172,-71.1239
41.3931,-70.615
44.9358,-74.8458
41.6764,-70.9583
40.7789,-73.9692
40.0819,-75.0111
44.3853,-74.2067
40.85,-74.0614
41.0669,-73.7075
42.2706,-71.8731
43.6264,-72.3047
40.6386,-73.7622
43.9922,-76.0217
41.1667,-71.5833
43.145,-75.3839
44.3592,-84.6739
42.2347,-85.5519
42.665,-83.4181
42.7611,-87.8136
42.1928,-89.0931
40.4847,-80.2144
41.5886,-83.8014
41.995,-87.9336
42.2314,-83.3308
45.0717,-83.5644
46.5311,-87.5483
43.9844,-88.5569
42.8939,-85.5447
40.0397,-88.2778
42.1244,-86.4267
42.2228,-83.7444
41.9144,-88.2464
45.8183,-88.1144
40.2342,-85.3936
44.0219,-82.7931
47.4667,-87.8833
42.3978,-90.7036
42.5544,-92.4011
42.8783,-97.3633
41.3536,-96.0233
47.9667,-97.4
46.5486,-90.9189
47.3864,-92.8389
46.4047,-94.1308
43.7667,-99.3183
41.4333,-99.6333
40.6044,-98.4272
43.7667,-98.0333
40.0803,-95.5919
41.6236,-98.9517
45.0619,-93.3508
48.7167,-94.6
44.8322,-93.4706
46.9006,-95.0678
43.4075,-94.7461
46.0261,-91.4442
41.7636,-96.1778
41.6117,-90.5808
44.6381,-90.1875
42.1128,-92.9175
41.9922,-93.6217
43.3906,-99.8422
40.6331,-93.9019
47.7472,-90.3444
45.6689,-96.9914
43.1561,-90.6775
40.8483,-96.565
40.6953,-96.8542
